,density,material_id,unit_cell_formula
2544,4.066920400481271,mp-768232,"{'Rb': 12.0, 'Sb': 4.0, 'O': 12.0}"
2545,4.9106063983328205,mp-9368,"{'Rb': 1.0, 'Tm': 1.0, 'S': 2.0}"
2546,4.454444859252478,mp-540850,"{'Tl': 4.0, 'P': 4.0, 'F': 24.0}"
2547,6.92634620378131,mp-27286,"{'Ba': 4.0, 'Ag': 24.0, 'O': 16.0}"
2548,3.972281588888708,mp-1199702,"{'Ba': 16.0, 'Ga': 8.0, 'S': 32.0}"
2549,4.405657292642169,mp-21365,"{'In': 4.0, 'Sb': 4.0, 'S': 12.0}"
2550,3.3640642785875534,mp-17148,"{'Na': 12.0, 'Ga': 4.0, 'Se': 12.0}"
2551,4.657025858017183,mp-1189897,"{'Ba': 4.0, 'Th': 2.0, 'S': 12.0}"
2552,2.260420681843838,mp-28341,"{'Li': 4.0, 'Ga': 4.0, 'Cl': 16.0}"
2553,7.226611399952816,mp-999121,"{'Tb': 1.0, 'Tl': 1.0, 'Te': 2.0}"
2554,2.7616208450840616,mp-1111145,"{'K': 3.0, 'Co': 1.0, 'F': 6.0}"
2555,6.785997663817993,mp-645690,"{'Eu': 4.0, 'Dy': 8.0, 'Se': 16.0}"
2556,3.827094123783893,mp-680450,"{'K': 32.0, 'Li': 16.0, 'Sn': 64.0}"
2557,1.8186114156720732,mp-555805,"{'Al': 2.0, 'S': 2.0, 'Cl': 14.0}"
2558,5.502712406040953,mp-7388,"{'Na': 2.0, 'Au': 2.0, 'F': 8.0}"
2559,5.3053283682817955,mp-30109,"{'Sb': 4.0, 'Au': 6.0, 'F': 36.0}"
2560,3.2129131020698156,mp-4057,"{'Cs': 4.0, 'B': 4.0, 'F': 16.0}"
2561,5.0324893674323885,mp-23221,"{'Pr': 2.0, 'Br': 6.0}"
2562,5.324087338436534,mp-4841,"{'La': 4.0, 'Cu': 4.0, 'S': 8.0}"
2563,5.569085001912714,mp-694888,"{'Ba': 8.0, 'Mn': 8.0, 'O': 21.0}"
2564,5.115027534755005,mvc-10438,"{'Ba': 4.0, 'Bi': 4.0, 'F': 28.0}"
2565,5.159037617758053,mp-9919,"{'Li': 2.0, 'Zn': 2.0, 'Sb': 2.0}"
2566,6.017342440620225,mp-29052,"{'Cd': 4.0, 'W': 24.0, 'Br': 56.0}"
2567,4.00156187720478,mp-1101989,"{'Sr': 4.0, 'Li': 4.0, 'As': 4.0}"
2568,3.8512447739126223,mp-9576,"{'K': 4.0, 'Sb': 4.0, 'Se': 8.0}"
2569,3.845837753158537,mp-1210332,"{'Na': 6.0, 'Tm': 2.0, 'Br': 12.0}"
2570,6.687216337342957,mp-29955,"{'Hg': 12.0, 'Se': 8.0, 'I': 8.0}"
2571,3.6726230750442492,mp-684,"{'Ba': 2.0, 'S': 4.0}"
2572,2.277426163613588,mp-571143,"{'Ti': 2.0, 'Cl': 6.0}"
2573,3.6388435173545592,mp-28355,"{'Na': 8.0, 'Ge': 4.0, 'Se': 10.0}"
2574,7.233257380704975,mp-510528,"{'Gd': 4.0, 'Cu': 4.0, 'Se': 8.0}"
2575,2.7953048943603167,mp-1209182,"{'Rb': 4.0, 'Y': 8.0, 'Cl': 28.0}"
2576,3.3425519009873246,mp-542374,"{'K': 16.0, 'Sn': 16.0}"
2577,7.327353583670326,mp-645692,"{'Eu': 4.0, 'Lu': 8.0, 'Se': 16.0}"
2578,3.490016175832917,mp-685928,"{'Rb': 10.0, 'Tc': 6.0, 'S': 14.0}"
2579,5.984127601006345,mp-1217848,"{'Tb': 2.0, 'Cu': 6.0, 'S': 6.0}"
2580,2.498679876297605,mp-1147776,"{'K': 3.0, 'V': 1.0, 'Se': 4.0}"
2581,4.722466863456393,mp-29525,"{'Rb': 12.0, 'Bi': 4.0, 'O': 12.0}"
2582,3.3637296681764433,mp-22937,"{'Na': 4.0, 'I': 2.0, 'O': 1.0}"
2583,2.708215561404081,mp-8753,"{'K': 4.0, 'Hg': 1.0, 'P': 2.0}"
2584,3.4710030847981144,mp-1213617,"{'Cs': 8.0, 'Pr': 16.0, 'Cl': 56.0}"
2585,3.116954896985575,mp-8930,"{'K': 4.0, 'Ge': 2.0, 'As': 4.0}"
2586,4.027000190157529,mp-28769,"{'K': 2.0, 'Sn': 4.0, 'Se': 8.0}"
2587,3.529830591256923,mp-541226,"{'Cs': 1.0, 'Br': 1.0, 'F': 6.0}"
2588,3.082650158102573,mp-542011,"{'Cs': 8.0, 'Ti': 6.0, 'S': 28.0}"
2589,5.382433226001183,mp-867730,"{'Cs': 4.0, 'Sn': 2.0, 'O': 6.0}"
2590,5.277825019953786,mp-1226868,"{'Cs': 6.0, 'Sm': 14.0, 'Se': 24.0}"
2591,1.5483838528167433,mp-28391,"{'Si': 4.0, 'Cl': 16.0}"
2592,4.083897669066742,mp-9566,"{'Sr': 1.0, 'Mg': 2.0, 'Sb': 2.0}"
2593,2.1775116726141377,mp-27125,"{'Na': 6.0, 'Mn': 1.0, 'Cl': 8.0}"
2594,4.683893021127652,mp-505373,"{'As': 4.0, 'Se': 4.0, 'I': 4.0}"
2595,2.1263669950406454,mp-30023,"{'Ba': 2.0, 'Al': 4.0, 'Cl': 16.0}"
2596,4.99210029486996,mp-23222,"{'Li': 3.0, 'Bi': 1.0}"
2597,1.9835960016973384,mp-28358,"{'Nb': 2.0, 'Al': 2.0, 'Cl': 16.0}"
2598,5.00139093852432,mp-5808,"{'Rb': 1.0, 'Nd': 1.0, 'Te': 2.0}"
2599,2.850278628495738,mp-1206883,"{'K': 2.0, 'Co': 1.0, 'F': 6.0}"
2600,2.736965463360243,mp-18361,"{'K': 14.0, 'Nb': 2.0, 'As': 8.0}"
2601,7.520371603017345,mp-1208458,"{'Tb': 16.0, 'Mg': 4.0, 'Ni': 4.0}"
2602,5.2301946772450085,mp-542099,"{'Cs': 16.0, 'Pb': 4.0, 'O': 16.0}"
2603,4.916341024261685,mp-23862,"{'Ba': 2.0, 'H': 2.0, 'I': 2.0}"
2604,5.1469623173714565,mp-36508,"{'Sn': 1.0, 'Hg': 1.0, 'F': 6.0}"
2605,2.991327680462673,mp-304,"{'Ca': 8.0, 'Ge': 4.0}"
2606,4.740526826123903,mp-7489,"{'Cs': 1.0, 'U': 1.0, 'F': 6.0}"
2607,4.455223072533158,mp-559808,"{'Cs': 12.0, 'P': 4.0, 'O': 16.0}"
2608,6.188662499916921,mp-27562,"{'Na': 2.0, 'Pd': 3.0, 'O': 4.0}"
2609,8.606011099164833,mp-29816,"{'Ag': 8.0, 'Hg': 4.0, 'O': 8.0}"
2610,6.481555456282639,mp-27271,"{'Tl': 16.0, 'Ge': 10.0, 'O': 28.0}"
2611,6.070153129609653,mp-8778,"{'Sm': 8.0, 'Au': 20.0, 'F': 84.0}"
2612,2.8098474688155566,mp-28555,"{'Rb': 4.0, 'S': 4.0, 'F': 20.0}"
2613,6.367859806132427,mp-11790,"{'La': 4.0, 'Cu': 4.0, 'Se': 8.0}"
2614,4.632192476810136,mp-27975,"{'Nd': 2.0, 'Br': 6.0}"
2615,3.9454594739427256,mp-556425,"{'Sb': 16.0, 'F': 64.0}"
2616,5.328201095316217,mp-541355,"{'Rb': 8.0, 'Tc': 12.0, 'Se': 24.0}"
2617,6.690873957904107,mp-646337,"{'Tb': 8.0, 'Eu': 4.0, 'Se': 16.0}"
2618,6.51758671809545,mp-1193169,"{'Ba': 4.0, 'Tm': 8.0, 'Se': 16.0}"
2619,6.969714421411293,mp-1193984,"{'Eu': 4.0, 'Er': 8.0, 'Se': 16.0}"
2620,5.000819685316132,mp-972199,"{'Cs': 2.0, 'Tb': 2.0, 'S': 4.0}"
2621,2.947476462831651,mp-7639,"{'Na': 4.0, 'Cu': 2.0, 'P': 2.0}"
2622,6.408775691237851,mp-1200540,"{'Ho': 32.0, 'Ru': 8.0, 'Br': 40.0}"
2623,4.226372607814337,mp-540584,"{'K': 2.0, 'Pd': 1.0, 'O': 2.0}"
2624,4.052367424162131,mp-680191,"{'Na': 16.0, 'Ti': 16.0, 'Se': 72.0}"
2625,5.405418922307757,mp-4697,"{'Zn': 2.0, 'Cr': 4.0, 'Se': 8.0}"
2626,6.6981107530186055,mp-29690,"{'Tl': 8.0, 'Te': 8.0, 'O': 20.0}"
2627,6.929478523197942,mp-5881,"{'Co': 8.0, 'Sb': 8.0, 'S': 8.0}"
2628,2.430887726404747,mp-1106352,"{'Na': 6.0, 'Mo': 2.0, 'Cl': 12.0}"
2629,6.074785002720899,mp-21521,"{'Cs': 4.0, 'Pb': 2.0, 'O': 6.0}"
2630,6.449919346262614,mp-541347,"{'Er': 4.0, 'Au': 10.0, 'F': 42.0}"
2631,5.823734841115177,mp-1212008,"{'K': 8.0, 'Hg': 12.0, 'Se': 16.0}"
2632,3.204677713349381,mp-675011,"{'Cs': 1.0, 'P': 1.0, 'F': 6.0}"
2633,8.875292575433475,mp-1206095,"{'Sm': 1.0, 'In': 1.0, 'Cu': 4.0}"
2634,4.771415569597189,mp-19795,"{'In': 4.0, 'S': 4.0}"
2635,4.366992163946807,mp-8161,"{'Ca': 2.0, 'Pd': 2.0, 'F': 8.0}"
2636,2.546642970024863,mp-19140,"{'K': 12.0, 'Mn': 4.0, 'O': 16.0}"
2637,2.97873706178309,mp-605034,"{'K': 2.0, 'Ni': 1.0, 'F': 6.0}"
2638,2.419281403682395,mp-1120789,"{'K': 24.0, 'Sn': 8.0, 'S': 28.0}"
2639,7.652770185633043,mp-27355,"{'Pb': 8.0, 'O': 4.0, 'F': 8.0}"
2640,6.084492779321057,mp-1225724,"{'Dy': 2.0, 'Cu': 6.0, 'S': 6.0}"
2641,2.952718099533369,mp-27928,"{'Ge': 8.0, 'S': 12.0, 'I': 8.0}"
2642,3.396809423561567,mp-1271282,"{'Co': 4.0, 'F': 12.0}"
2643,5.758092196493516,mp-1200242,"{'Gd': 8.0, 'Ag': 8.0, 'S': 16.0}"
2644,3.9324201579758546,mp-25773,"{'Mn': 16.0, 'Cl': 6.0, 'O': 20.0}"
2645,4.212174374868093,mp-978,"{'Sr': 8.0, 'Sn': 4.0}"
2646,2.8338092703075497,mp-641,"{'As': 8.0, 'S': 12.0}"
2647,3.5256652684809633,mp-676749,"{'Li': 2.0, 'U': 1.0, 'Cl': 6.0}"
2648,4.081615294766335,mp-1209543,"{'Rb': 8.0, 'U': 4.0, 'F': 28.0}"
2649,3.9470333964603075,mp-27182,"{'Gd': 2.0, 'Br': 6.0}"
2650,2.775149700032609,mp-540792,"{'Ge': 8.0, 'S': 12.0, 'Br': 8.0}"
2651,4.4899718533973765,mp-4975,"{'Rb': 6.0, 'Zn': 6.0, 'F': 18.0}"
2652,2.724050376725762,mp-5942,"{'Na': 4.0, 'As': 4.0, 'S': 8.0}"
2653,7.713542179598569,mp-1199667,"{'Tl': 8.0, 'Re': 12.0, 'S': 24.0}"
2654,3.769636833713852,mp-1210536,"{'Na': 6.0, 'Dy': 2.0, 'Br': 12.0}"
2655,4.003491752906445,mp-29302,"{'Ba': 6.0, 'Ga': 4.0, 'S': 12.0}"
2656,4.364068893926552,mp-27193,"{'Rb': 1.0, 'I': 1.0, 'O': 3.0}"
2657,3.481606378606281,mp-754815,"{'Y': 2.0, 'Br': 6.0}"
2658,6.100108722892043,mp-18262,"{'Ho': 8.0, 'Ag': 8.0, 'S': 16.0}"
2659,1.942158044702851,mp-1080771,"{'Na': 1.0, 'Cl': 7.0}"
2660,7.7422962691988815,mp-1207599,"{'Yb': 8.0, 'Si': 4.0}"
2661,6.63858443888876,mp-14802,"{'Lu': 12.0, 'Au': 24.0, 'F': 108.0}"
2662,6.422843419772695,mp-1018768,"{'Li': 3.0, 'La': 1.0, 'Bi': 2.0}"
2663,3.789897824171942,mp-1210506,"{'Na': 6.0, 'Ho': 2.0, 'Br': 12.0}"
2664,5.927289579295931,mp-669359,"{'K': 4.0, 'Nd': 12.0, 'Te': 32.0}"
2665,3.1275030023336936,mp-572510,"{'K': 48.0, 'Ag': 16.0, 'O': 32.0}"
2666,4.785586681259741,mp-1214812,"{'Cs': 6.0, 'Na': 52.0, 'In': 96.0}"
2667,3.9674066389340057,mp-17112,"{'K': 6.0, 'Ge': 8.0, 'Au': 2.0}"
2668,3.422469180592009,mp-27506,"{'K': 6.0, 'W': 4.0, 'Cl': 18.0}"
2669,4.162058028870671,mp-12021,"{'Ag': 4.0, 'B': 4.0, 'F': 16.0}"
2670,6.309157213868751,mp-1200526,"{'Eu': 12.0, 'Ge': 8.0, 'As': 16.0}"
2671,2.3606903694913344,mp-28471,"{'Li': 12.0, 'As': 4.0, 'S': 12.0}"
2672,2.8508315191028717,mp-1194339,"{'Li': 12.0, 'Sb': 4.0, 'S': 12.0}"
2673,4.790552197273405,mp-17213,"{'Cs': 16.0, 'Sn': 4.0, 'O': 16.0}"
2674,4.892737001985228,mp-540540,"{'Pa': 2.0, 'Br': 6.0, 'O': 2.0}"
2675,2.737476569181056,mp-540914,"{'K': 12.0, 'Mn': 4.0, 'O': 12.0}"
2676,4.580934381470554,mp-3361,"{'Ba': 12.0, 'Al': 8.0, 'F': 48.0}"
2677,5.0548397344715035,mp-28975,"{'Bi': 8.0, 'P': 12.0, 'Se': 36.0}"
2678,4.025999699298613,mp-674338,"{'K': 16.0, 'Zr': 12.0, 'Se': 61.0}"
2679,6.631964215388252,mp-1192415,"{'Yb': 4.0, 'Tm': 8.0, 'S': 16.0}"
2680,6.682960493807204,mp-27228,"{'Tl': 12.0, 'Si': 4.0, 'O': 14.0}"
2681,4.666435370666323,mp-541114,"{'Sr': 8.0, 'Rh': 4.0, 'F': 28.0}"
2682,8.614277623653036,mp-1208476,"{'Tb': 16.0, 'Cd': 4.0, 'Pd': 4.0}"
2683,4.7835320952439675,mp-571579,"{'Cd': 10.0, 'I': 20.0}"
2684,6.2412471043317455,mp-17173,"{'Rh': 8.0, 'S': 12.0}"
2685,4.192521313276806,mp-28566,"{'Na': 8.0, 'Ti': 8.0, 'Se': 32.0}"
2686,3.7364507259142274,mp-1210309,"{'Na': 6.0, 'Tb': 2.0, 'Br': 12.0}"
2687,4.8805698547631104,mp-27913,"{'Co': 1.0, 'H': 1.0, 'O': 2.0}"
2688,2.401788380618244,mp-28627,"{'K': 4.0, 'Br': 2.0, 'O': 1.0}"
2689,2.559379081039215,mp-570106,"{'Yb': 4.0, 'Al': 8.0, 'Cl': 32.0}"
2690,2.662339822195302,mp-1111695,"{'K': 3.0, 'Cr': 1.0, 'F': 6.0}"
2691,4.919047296847014,mp-1207670,"{'Yb': 4.0, 'Sn': 4.0, 'F': 28.0}"
2692,2.7147405511241747,mp-1225940,"{'K': 60.0, 'Ga': 18.0, 'As': 38.0}"
2693,2.4756759958132406,mp-9781,"{'K': 6.0, 'Sb': 2.0, 'S': 8.0}"
2694,2.353973537729073,mp-1211124,"{'Li': 6.0, 'Ni': 1.0, 'Cl': 8.0}"
2695,3.1842470827943545,mp-5693,"{'Na': 1.0, 'Cr': 1.0, 'S': 2.0}"
2696,3.3711127685793403,mp-1209447,"{'Rb': 8.0, 'Gd': 4.0, 'Cl': 20.0}"
2697,6.514735041853713,mp-1205877,"{'Cs': 2.0, 'Tl': 2.0, 'O': 2.0}"
2698,2.9289564843559917,mp-1213252,"{'Cs': 4.0, 'Y': 8.0, 'Cl': 28.0}"
2699,3.7566274039010663,mp-1212039,"{'K': 8.0, 'Ce': 4.0, 'Br': 20.0}"
2700,6.674275287817247,mp-1209295,"{'Rb': 2.0, 'Bi': 6.0, 'F': 20.0}"
2701,5.753298276762311,mp-1226739,"{'Cs': 6.0, 'Tb': 14.0, 'Te': 24.0}"
2702,4.22595784278406,mp-1208951,"{'Sr': 4.0, 'Au': 8.0, 'F': 48.0}"
2703,2.7899713309254297,mp-1019089,"{'K': 2.0, 'Mg': 2.0, 'As': 2.0}"
2704,3.050673493571948,mp-1214275,"{'Ce': 3.0, 'Al': 9.0, 'Br': 36.0}"
2705,3.663557670921618,mp-556091,"{'Cs': 12.0, 'Ta': 8.0, 'S': 44.0}"
2706,4.814916862958766,mp-1207511,"{'Zr': 12.0, 'Fe': 2.0, 'I': 28.0}"
2707,3.8374606146593386,mp-1210529,"{'Na': 6.0, 'Er': 2.0, 'Br': 12.0}"
2708,3.288740126346933,mp-1209859,"{'Rb': 8.0, 'Pr': 16.0, 'Cl': 56.0}"
2709,4.183739947985854,mp-1219778,"{'Rb': 4.0, 'Ta': 2.0, 'F': 14.0}"
2710,5.957197939822801,mp-17512,"{'Zn': 2.0, 'Au': 4.0, 'F': 16.0}"
2711,12.874462788105943,mp-1208030,"{'U': 6.0, 'Ni': 6.0, 'Bi': 8.0}"
2712,4.675097249640744,mp-9538,"{'Ag': 6.0, 'As': 2.0, 'S': 8.0}"
2713,6.463370869086589,mp-17273,"{'Ba': 4.0, 'Ho': 8.0, 'Te': 16.0}"
2714,6.013809273862726,mp-3664,"{'Nd': 1.0, 'Tl': 1.0, 'S': 2.0}"
2715,6.657148086877581,mp-568588,"{'Nd': 1.0, 'Tl': 1.0, 'Se': 2.0}"
2716,3.072073756052494,mp-3006,"{'P': 2.0, 'Pd': 3.0, 'S': 8.0}"
2717,4.423020961696699,mp-1096933,"{'Cs': 2.0, 'Ag': 2.0, 'O': 4.0}"
2718,2.826528752635312,mp-28890,"{'K': 8.0, 'Co': 4.0, 'O': 8.0}"
2719,6.585816627945931,mp-976892,"{'Na': 2.0, 'Te': 6.0, 'Mo': 6.0}"
2720,5.314457303151904,mp-1211986,"{'K': 8.0, 'Hg': 12.0, 'S': 16.0}"
2721,4.156183862198265,mp-1214215,"{'Ca': 22.0, 'Al': 2.0, 'Sb': 18.0}"
2722,4.047196708220733,mp-27161,"{'Zn': 16.0, 'I': 32.0}"
2723,6.7009871788289015,mp-1192674,"{'Ba': 4.0, 'Lu': 8.0, 'Se': 16.0}"
2724,3.91128889686255,mp-570738,"{'Ga': 12.0, 'I': 24.0}"
2725,3.246622586125817,mp-755428,"{'Rb': 12.0, 'Cl': 4.0, 'O': 4.0}"
2726,3.353513318764718,mp-28734,"{'Zr': 6.0, 'Co': 1.0, 'Cl': 15.0}"
2727,7.071515230844955,mp-1207668,"{'Tm': 4.0, 'Se': 4.0, 'F': 4.0}"
2728,2.707276239869873,mp-510366,"{'K': 12.0, 'Co': 4.0, 'O': 10.0}"
2729,4.347002152099676,mp-554576,"{'Rb': 8.0, 'In': 12.0, 'F': 44.0}"
2730,2.8746073073137315,mp-1193673,"{'Na': 12.0, 'Sb': 4.0, 'S': 12.0}"
2731,3.0661999450506414,mp-669313,"{'Cs': 12.0, 'Nb': 8.0, 'S': 44.0}"
2732,4.4158585118306934,mp-1018766,"{'Li': 3.0, 'La': 1.0, 'As': 2.0}"
2733,3.2606856333644583,mp-556560,"{'Mn': 2.0, 'F': 6.0}"
2734,9.399885041953938,mp-1206719,"{'Nd': 1.0, 'Ni': 1.0, 'Bi': 1.0}"
2735,6.382715455454888,mp-17927,"{'Ba': 4.0, 'Dy': 8.0, 'Te': 16.0}"
2736,8.647011698989376,mp-3172,"{'Ag': 12.0, 'Au': 4.0, 'Se': 8.0}"
2737,4.726393425378331,mp-13984,"{'Cd': 1.0, 'Pd': 1.0, 'F': 6.0}"
2738,3.0000907550098157,mp-7505,"{'K': 4.0, 'P': 4.0, 'Pd': 2.0}"
2739,4.4679226392825875,mp-1218560,"{'Sr': 3.0, 'Pb': 1.0, 'S': 4.0}"
2740,6.235201564823456,mp-28691,"{'Ta': 2.0, 'Te': 8.0, 'I': 2.0}"
2741,2.6616177590434638,mp-504636,"{'K': 8.0, 'Mn': 4.0, 'O': 16.0}"
2742,5.463008701967834,mp-1226825,"{'Cs': 6.0, 'Sm': 14.0, 'Te': 24.0}"
2743,3.2886659237831206,mp-3654,"{'Rb': 1.0, 'Ca': 1.0, 'F': 3.0}"
2744,4.659621534771096,mp-21801,"{'Rb': 32.0, 'Pb': 8.0, 'O': 24.0}"
2745,6.879913249321931,mp-36407,"{'Nd': 4.0, 'Eu': 2.0, 'Se': 8.0}"
2746,2.763520052712617,mp-542067,"{'Rb': 8.0, 'Ti': 6.0, 'S': 28.0}"
2747,6.28585525975056,mp-1216740,"{'Tm': 2.0, 'Cu': 6.0, 'S': 6.0}"
2748,2.5622243704138405,mp-22871,"{'Zr': 2.0, 'Cl': 6.0}"
2749,5.776614091994404,mp-997024,"{'Cs': 2.0, 'Au': 2.0, 'O': 4.0}"
2750,4.775957150534271,mp-1095520,"{'K': 2.0, 'Pd': 4.0, 'O': 6.0}"
2751,4.732899899766666,mp-561799,"{'Yb': 8.0, 'Ga': 16.0, 'S': 32.0}"
2752,4.038914240637158,mp-754656,"{'Li': 2.0, 'Mn': 2.0, 'O': 4.0}"
2753,5.397809973088222,mp-29934,"{'Zr': 6.0, 'Ag': 7.0, 'F': 31.0}"
2754,3.8966507127328467,mp-29369,"{'Sb': 28.0, 'F': 116.0}"
2755,4.7021910628342845,mp-545482,"{'Pd': 2.0, 'Se': 2.0, 'O': 6.0}"
2756,3.959539849031222,mp-31012,"{'K': 4.0, 'Nb': 6.0, 'Br': 18.0}"
2757,4.285754412288592,mp-9364,"{'Rb': 1.0, 'Sm': 1.0, 'S': 2.0}"
2758,3.607373613799884,mp-582146,"{'Cs': 2.0, 'Nb': 8.0, 'Cl': 22.0}"
2759,9.842151565545498,mp-1212919,"{'Dy': 16.0, 'Cd': 4.0, 'Pt': 4.0}"
2760,4.773748667500633,mp-1019612,"{'Cs': 16.0, 'Zn': 4.0, 'O': 12.0}"
2761,4.3494546570458335,mp-1209763,"{'Rb': 8.0, 'Eu': 4.0, 'F': 20.0}"
2762,3.4447161796989847,mp-4578,"{'Sr': 4.0, 'Ge': 2.0, 'S': 8.0}"
2763,4.6172822636187565,mp-23419,"{'Sb': 8.0, 'Cl': 4.0, 'O': 10.0}"
2764,3.5600544235901936,mp-572702,"{'Cs': 12.0, 'Al': 12.0, 'F': 48.0}"
2765,2.3215016826201786,mp-1190761,"{'Na': 4.0, 'Ga': 4.0, 'Cl': 16.0}"
2766,2.0548257676308666,mp-27207,"{'K': 2.0, 'Mg': 1.0, 'Cl': 4.0}"
2767,5.481734956137484,mp-7232,"{'Cs': 2.0, 'Hg': 1.0, 'O': 2.0}"
2768,2.9603407163262347,mp-1175,"{'Sr': 2.0, 'S': 6.0}"
2769,10.691323388168753,mp-21386,"{'Eu': 3.0, 'P': 6.0, 'Ir': 6.0}"
2770,2.498958432483844,mp-756316,"{'Li': 6.0, 'Sb': 2.0, 'S': 8.0}"
2771,4.466566129536269,mp-1278131,"{'Rb': 4.0, 'Co': 2.0, 'O': 6.0}"
2772,6.196467216147256,mp-557726,"{'Gd': 8.0, 'Au': 20.0, 'F': 84.0}"
2773,9.117951665401907,mp-996983,"{'Ag': 2.0, 'Au': 2.0, 'O': 4.0}"
2774,5.736891167228968,mp-1197952,"{'Tb': 40.0, 'Ir': 8.0, 'Br': 72.0}"
2775,5.04040688846363,mp-1206101,"{'Ag': 1.0, 'Pb': 1.0, 'F': 6.0}"
2776,2.9117785222362964,mp-3032,"{'Rb': 4.0, 'B': 4.0, 'F': 16.0}"
2777,3.471291850201711,mp-27318,"{'Sb': 6.0, 'Br': 4.0, 'F': 32.0}"
2778,3.0065302801041507,mp-18301,"{'Rb': 4.0, 'Mn': 4.0, 'O': 16.0}"
2779,3.1818003225803477,mp-17283,"{'K': 12.0, 'Nb': 4.0, 'Se': 16.0}"
2780,2.0208872058556735,mp-17989,"{'K': 12.0, 'P': 4.0, 'S': 16.0}"
2781,2.9591069436719906,mp-29831,"{'Ta': 6.0, 'Cl': 30.0}"
2782,7.592668816362804,mp-8176,"{'Rb': 1.0, 'Tl': 1.0, 'O': 2.0}"
2783,6.54312101890983,mp-17928,"{'Ba': 4.0, 'Er': 8.0, 'Te': 16.0}"
2784,4.896544481144317,mp-1198114,"{'Rb': 4.0, 'Sb': 12.0, 'Se': 20.0}"
2785,4.729596445482625,mp-15503,"{'Ba': 32.0, 'Ti': 8.0, 'As': 32.0}"
2786,2.4032815202514923,mp-28166,"{'K': 3.0, 'Br': 1.0, 'O': 1.0}"
2787,7.509371487849421,mp-1190624,"{'Li': 8.0, 'Lu': 8.0, 'Sn': 8.0}"
2788,5.297975563001012,mp-1079149,"{'Ba': 4.0, 'Zn': 2.0, 'Sb': 4.0}"
2789,5.7052838278433535,mp-9899,"{'Ba': 2.0, 'Ag': 2.0, 'P': 2.0}"
2790,3.9845584454266456,mp-18224,"{'Rb': 12.0, 'Ge': 4.0, 'O': 14.0}"
2791,3.067869215234326,mp-752936,"{'Li': 6.0, 'Mn': 3.0, 'F': 18.0}"
2792,2.4775275875985026,mp-5830,"{'Na': 12.0, 'As': 4.0, 'S': 12.0}"
2793,3.4332710183382216,mp-3372,"{'Rb': 8.0, 'S': 4.0, 'O': 16.0}"
2794,6.400668442249266,mp-1001780,"{'Lu': 1.0, 'Cu': 1.0, 'S': 2.0}"
2795,3.291763600518983,mp-1188392,"{'Li': 4.0, 'In': 4.0, 'S': 8.0}"
2796,6.057492886324718,mp-1224178,"{'Ho': 2.0, 'Cu': 6.0, 'S': 6.0}"
2797,6.603111540177303,mp-3167,"{'Hg': 2.0, 'Ge': 1.0, 'Se': 4.0}"
2798,3.0405367893775948,mp-1114156,"{'K': 3.0, 'Rh': 1.0, 'F': 6.0}"
2799,3.3149412363620505,mp-23321,"{'Sr': 8.0, 'Cl': 12.0, 'O': 2.0}"
2800,4.151815837119449,mp-27931,"{'Rb': 8.0, 'Sn': 4.0, 'O': 8.0}"
2801,6.284706065606125,mp-17153,"{'Ba': 4.0, 'Tb': 8.0, 'Te': 16.0}"
2802,3.726766148011708,mp-17564,"{'Ca': 20.0, 'Sb': 12.0}"
2803,2.5906139929657837,mp-676109,"{'Li': 18.0, 'In': 6.0, 'Cl': 36.0}"
2804,3.41448477585509,mp-5045,"{'Sn': 4.0, 'Ge': 4.0, 'S': 12.0}"
2805,2.376161273176409,mp-632229,"{'H': 2.0, 'Br': 2.0}"
2806,5.652292937243563,mp-505121,"{'Na': 8.0, 'Hg': 12.0, 'S': 16.0}"
2807,3.334155101494977,mp-28710,"{'Ba': 4.0, 'Ge': 8.0, 'S': 20.0}"
2808,3.439397958340784,mp-541975,"{'Rb': 12.0, 'Ta': 8.0, 'S': 44.0}"
2809,3.490596370083702,mp-28267,"{'Na': 14.0, 'Al': 4.0, 'Sb': 10.0}"
2810,1.5564425852966657,mp-30092,"{'Ti': 4.0, 'Cl': 16.0}"
2811,2.2117831863254502,mp-28361,"{'Al': 4.0, 'Cd': 2.0, 'Cl': 16.0}"
2812,1.3986720863057134,mp-23184,"{'B': 2.0, 'Cl': 6.0}"
2813,6.06501575139667,mp-2030,"{'Ru': 4.0, 'S': 8.0}"
2814,3.954864943224108,mp-28428,"{'K': 12.0, 'Nb': 8.0, 'Se': 44.0}"
2815,4.600372694969873,mp-18309,"{'Ba': 8.0, 'Cd': 4.0, 'S': 12.0}"
2816,5.987768971643431,mp-17786,"{'Ba': 4.0, 'Sm': 8.0, 'Te': 16.0}"
2817,6.065526929286335,mp-18505,"{'Cs': 4.0, 'Ho': 12.0, 'Te': 20.0}"
2818,2.9981502864448273,mp-1222351,"{'Li': 2.0, 'Fe': 2.0, 'F': 12.0}"
2819,3.1044198041671316,mp-29657,"{'Na': 16.0, 'Ge': 16.0}"
2820,6.4880107395064925,mp-14761,"{'Tm': 12.0, 'Au': 24.0, 'F': 108.0}"
2821,2.8001698049375383,mp-690511,"{'K': 10.0, 'Co': 4.0, 'O': 9.0}"
2822,5.954588746557849,mp-1193960,"{'Eu': 4.0, 'Dy': 8.0, 'S': 16.0}"
2823,4.972065192346587,mp-27700,"{'Sb': 8.0, 'Br': 4.0, 'O': 10.0}"
