material_id,band_gap,density,unit_cell_formula
mp-582797,2.1883,6.854922117105161,"{'Gd': 8.0, 'Mo': 4.0, 'O': 24.0}"
mp-1204194,1.7645,7.379998468586046,"{'Gd': 12.0, 'Mo': 4.0, 'O': 28.0}"
mp-3114,3.6938,4.4172960016694525,"{'Tb': 8.0, 'Mo': 12.0, 'O': 48.0}"
mp-18340,2.2285,7.091920022057211,"{'O': 24.0, 'Mo': 4.0, 'Tb': 8.0}"
mp-29945,3.3385,4.405511326155491,"{'Tb': 4.0, 'Mo': 8.0, 'O': 30.0}"
mp-1213187,3.3171,4.5227020602041135,"{'Dy': 4.0, 'Mo': 8.0, 'O': 30.0}"
mp-1213120,3.5621,4.483754131503063,"{'Dy': 4.0, 'Mo': 6.0, 'O': 24.0}"
mp-17822,2.1909,7.276529845783972,"{'Dy': 8.0, 'Mo': 4.0, 'O': 24.0}"
mp-1212381,3.5921,4.551443106514095,"{'Ho': 4.0, 'Mo': 6.0, 'O': 24.0}"
mp-16811,2.1797,7.4416467732784115,"{'Ho': 8.0, 'Mo': 4.0, 'O': 24.0}"
mp-29142,3.3285,4.5399081506085786,"{'Ho': 4.0, 'Mo': 8.0, 'O': 30.0}"
mp-31122,2.1505,7.589572827588249,"{'Er': 8.0, 'Mo': 4.0, 'O': 24.0}"
mp-1212977,3.3152,4.633885215039244,"{'Er': 4.0, 'Mo': 8.0, 'O': 30.0}"
mp-1208057,3.2987,4.696788673676394,"{'Tm': 4.0, 'Mo': 8.0, 'O': 30.0}"
mp-31123,2.1067,7.749422796077354,"{'Tm': 8.0, 'Mo': 4.0, 'O': 24.0}"
mp-1207551,3.3624,7.120444419052035,"{'Yb': 2.0, 'Mo': 2.0, 'O': 8.0}"
mp-1211136,3.9094,3.986321803186069,"{'Lu': 8.0, 'Mo': 12.0, 'O': 48.0}"
mp-4669,3.7091,4.663875713907893,"{'Th': 8.0, 'Mo': 16.0, 'O': 64.0}"
mp-7206,1.6127,5.135282421566358,"{'Tc': 2.0, 'Ag': 2.0, 'O': 8.0}"
mp-27250,3.4198,3.6795237540735743,"{'Cs': 4.0, 'Tc': 4.0, 'O': 16.0}"
mp-554435,2.002,7.037019380487645,"{'Tc': 8.0, 'Bi': 24.0, 'O': 64.0}"
mp-17546,0.5857,4.243992256565745,"{'Cs': 8.0, 'Ru': 4.0, 'O': 16.0}"
mp-1201605,4.6237,4.297157306584057,"{'Ba': 6.0, 'Ru': 6.0, 'O': 30.0}"
mp-28908,0.232,6.034067194072124,"{'Ba': 10.0, 'Ru': 4.0, 'O': 20.0}"
mp-555890,0.4052,6.451366077141019,"{'La': 28.0, 'Ru': 12.0, 'O': 72.0}"
mp-23445,0.0842,8.662441510634812,"{'Bi': 4.0, 'Ru': 4.0, 'O': 14.0}"
mp-558974,0.2346,6.346776936146283,"{'Pr': 5.0, 'Ru': 2.0, 'O': 12.0}"
mp-683963,0.1213,7.753954358907234,"{'Gd': 24.0, 'Ru': 8.0, 'O': 56.0}"
mp-14100,0.8948,7.137703343358692,"{'Cd': 2.0, 'Rh': 4.0, 'O': 8.0}"
mp-5163,0.5966,7.464202806132534,"{'La': 4.0, 'Rh': 4.0, 'O': 12.0}"
mp-4789,0.6044,7.623296799897908,"{'Pr': 4.0, 'Rh': 4.0, 'O': 12.0}"
mp-4582,0.6491,7.815607790964261,"{'Nd': 4.0, 'Rh': 4.0, 'O': 12.0}"
mp-3317,0.7366,8.166938056880833,"{'Sm': 4.0, 'Rh': 4.0, 'O': 12.0}"
mp-5692,0.8749,8.683243208133772,"{'Tb': 4.0, 'Rh': 4.0, 'O': 12.0}"
mp-1212884,0.912,8.815787899197726,"{'Dy': 4.0, 'Rh': 4.0, 'O': 12.0}"
mp-1212108,0.965,8.972772321277484,"{'Ho': 4.0, 'Rh': 4.0, 'O': 12.0}"
mp-1213022,0.9962,9.07529074369139,"{'Er': 4.0, 'Rh': 4.0, 'O': 12.0}"
mp-1207705,0.9562,9.26034572978886,"{'Tm': 4.0, 'Rh': 4.0, 'O': 12.0}"
mp-1205366,1.0887,9.523534119416626,"{'Lu': 4.0, 'Rh': 4.0, 'O': 12.0}"
mp-13836,0.429,8.161350031284245,"{'U': 2.0, 'Rh': 4.0, 'O': 12.0}"
mp-29352,0.0294,6.515388812623067,"{'Ba': 2.0, 'Pd': 1.0, 'O': 3.0}"
mp-782050,1.1956,6.239592674599757,"{'Ba': 8.0, 'Pd': 2.0, 'O': 12.0}"
mp-560340,1.1457,7.333598414544658,"{'La': 4.0, 'Pd': 4.0, 'O': 10.0}"
mp-5478,1.1514,8.399833133633654,"{'Tl': 2.0, 'Pd': 6.0, 'O': 8.0}"
mp-29259,0.5075,8.539411218156701,"{'Bi': 8.0, 'Pd': 4.0, 'O': 16.0}"
mp-1209848,1.082,7.750481955699223,"{'Nd': 4.0, 'Pd': 4.0, 'O': 10.0}"
mp-22660,0.2498,6.868134425828095,"{'In': 1.0, 'Ag': 1.0, 'O': 2.0}"
mp-545999,0.1186,6.375240475776518,"{'Ag': 2.0, 'Sb': 2.0, 'O': 6.0}"
mp-554357,0.0215,7.366290129152978,"{'Ag': 16.0, 'Te': 4.0, 'O': 20.0}"
mp-558768,0.0115,6.724838095977344,"{'Ag': 12.0, 'Te': 6.0, 'O': 24.0}"
mp-559257,1.4215,5.936118148559952,"{'Ag': 8.0, 'Te': 8.0, 'O': 24.0}"
mp-27384,2.4582,5.655834880740222,"{'Ag': 8.0, 'I': 8.0, 'O': 24.0}"
mp-1194592,2.2994,4.979406561017461,"{'Ag': 4.0, 'I': 12.0, 'O': 32.0}"
mp-8666,1.5894,4.95238411741756,"{'Cs': 4.0, 'Ag': 4.0, 'O': 4.0}"
mp-1096933,1.1181,4.423020961696699,"{'Cs': 2.0, 'Ag': 2.0, 'O': 4.0}"
mp-27286,0.9563,6.92634620378131,"{'Ba': 4.0, 'Ag': 24.0, 'O': 16.0}"
mp-1096838,1.7274,6.514710857282753,"{'Ba': 2.0, 'Ag': 4.0, 'O': 4.0}"
mp-754535,2.8461,5.816172386145051,"{'La': 2.0, 'Ag': 2.0, 'O': 4.0}"
mp-7094,2.322,6.606514419581355,"{'Re': 2.0, 'Ag': 2.0, 'O': 8.0}"
mp-996983,0.6726,9.117951665401907,"{'Ag': 2.0, 'Au': 2.0, 'O': 4.0}"
mp-29816,0.4103,8.606011099164833,"{'Ag': 8.0, 'Hg': 4.0, 'O': 8.0}"
mp-28812,1.4712,7.775905612703431,"{'Ag': 20.0, 'Bi': 4.0, 'O': 16.0}"
mp-23558,0.4484,8.217745232464011,"{'Ag': 8.0, 'Bi': 4.0, 'O': 12.0}"
mp-754110,2.57,6.633194428144096,"{'Sm': 2.0, 'Ag': 2.0, 'O': 4.0}"
mp-1018025,2.1874,8.244932754048037,"{'Lu': 1.0, 'Ag': 1.0, 'O': 2.0}"
mp-977455,1.5216,7.823288924550025,"{'Pa': 1.0, 'Ag': 1.0, 'O': 3.0}"
mp-19803,1.3263,6.640057198918924,"{'Cd': 2.0, 'In': 4.0, 'O': 8.0}"
mp-5966,0.4098,7.260587885219495,"{'Cd': 4.0, 'Sn': 2.0, 'O': 8.0}"
mp-754329,0.9946,6.808462517389639,"{'Cd': 2.0, 'Sn': 2.0, 'O': 6.0}"
mp-1191189,0.3811,6.758163189292847,"{'Cd': 4.0, 'Sb': 4.0, 'O': 14.0}"
mp-8922,1.4314,6.201169073645866,"{'Cd': 1.0, 'Sb': 2.0, 'O': 6.0}"
mp-30940,1.7273,6.318547372026263,"{'Cd': 8.0, 'Te': 8.0, 'O': 28.0}"
mp-28290,2.9734,6.029743300587932,"{'Cd': 8.0, 'Te': 8.0, 'O': 24.0}"
mp-14243,0.5061,7.068363907733808,"{'Cd': 6.0, 'Te': 2.0, 'O': 12.0}"
mp-27640,3.2733,5.1355509054477135,"{'Cd': 4.0, 'I': 8.0, 'O': 24.0}"
mp-7899,0.9754,6.593262899323069,"{'Ba': 4.0, 'Cd': 4.0, 'O': 8.0}"
mp-5548,2.2295,7.973791075905666,"{'Ta': 4.0, 'Cd': 4.0, 'O': 14.0}"
mp-1208442,4.0203,8.126869633012328,"{'Ta': 8.0, 'Cd': 4.0, 'O': 24.0}"
mp-19387,3.244,7.53050860214847,"{'Cd': 2.0, 'W': 2.0, 'O': 8.0}"
mp-8212,0.2797,10.768418730291732,"{'Cd': 1.0, 'Pt': 3.0, 'O': 6.0}"
mp-997036,1.0009,9.314401331795084,"{'Cd': 2.0, 'Au': 2.0, 'O': 4.0}"
mp-9146,0.4328,8.263285512356909,"{'Cd': 1.0, 'Hg': 1.0, 'O': 2.0}"
mp-685257,0.0011,8.092701555474873,"{'Cd': 8.0, 'Pb': 8.0, 'O': 24.0}"
mp-755478,0.7926,8.052450180825032,"{'Cd': 2.0, 'Bi': 2.0, 'O': 6.0}"
mp-545598,1.9685,7.73561051059754,"{'U': 1.0, 'Cd': 1.0, 'O': 4.0}"
mp-1212067,0.9095,6.6726003194430135,"{'In': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-504908,1.0231,6.485791296324877,"{'In': 6.0, 'Te': 3.0, 'O': 18.0}"
mp-28091,3.0178,5.9290322335937775,"{'In': 8.0, 'Te': 12.0, 'O': 36.0}"
mp-23400,3.4261,4.783841729010192,"{'In': 2.0, 'I': 6.0, 'O': 18.0}"
mp-1196865,1.8569,4.95162621682137,"{'Cs': 16.0, 'In': 4.0, 'O': 14.0}"
mp-559213,1.4791,6.295016190261539,"{'Cs': 4.0, 'In': 12.0, 'O': 20.0}"
mp-28381,2.1089,5.042965323811502,"{'Cs': 12.0, 'In': 4.0, 'O': 12.0}"
mp-20352,0.8906,6.147281485130884,"{'Ba': 3.0, 'In': 2.0, 'O': 6.0}"
mp-20546,1.0524,6.079609355889572,"{'Ba': 4.0, 'In': 4.0, 'O': 10.0}"
mp-8979,3.5828,7.950037389647976,"{'Ta': 2.0, 'In': 2.0, 'O': 8.0}"
mp-755116,2.0492,9.351049047000036,"{'In': 4.0, 'Pt': 4.0, 'O': 14.0}"
mp-1212640,1.8357,7.174265548740584,"{'Gd': 6.0, 'In': 6.0, 'O': 18.0}"
mp-1173345,2.1854,8.903628834319258,"{'Pa': 2.0, 'In': 2.0, 'O': 8.0}"
mp-12231,2.9251,5.586210264297489,"{'Sn': 4.0, 'Te': 12.0, 'O': 32.0}"
mp-17213,2.3435,4.790552197273405,"{'Cs': 16.0, 'Sn': 4.0, 'O': 16.0}"
mp-867730,2.3942,5.382433226001183,"{'Cs': 4.0, 'Sn': 2.0, 'O': 6.0}"
mp-540796,2.5497,4.59748919416529,"{'Cs': 8.0, 'Sn': 8.0, 'O': 12.0}"
mp-3359,2.4906,6.334050864321705,"{'Ba': 2.0, 'Sn': 1.0, 'O': 4.0}"
mp-3163,0.3949,6.869983973204276,"{'Ba': 1.0, 'Sn': 1.0, 'O': 3.0}"
mp-770846,1.6705,6.575342838861556,"{'Ba': 6.0, 'Sn': 4.0, 'O': 14.0}"
mp-4086,2.8482,6.576968399801307,"{'La': 4.0, 'Sn': 4.0, 'O': 14.0}"
mp-556489,2.3734,7.940150241922997,"{'Ta': 4.0, 'Sn': 2.0, 'O': 12.0}"
mp-28456,1.614,7.540754566974074,"{'Sn': 15.0, 'Os': 3.0, 'O': 14.0}"
mp-540586,1.7113,8.72991249961739,"{'Tl': 8.0, 'Sn': 4.0, 'O': 12.0}"
mp-22467,2.08,7.688723786382692,"{'Sn': 4.0, 'Pb': 8.0, 'O': 16.0}"
mp-1198288,2.667,8.047189448887831,"{'Sn': 24.0, 'Bi': 24.0, 'O': 84.0}"
mp-4394,2.8382,6.725270826334778,"{'Pr': 4.0, 'Sn': 4.0, 'O': 14.0}"
mp-17114,2.8725,6.887363626291878,"{'Nd': 4.0, 'Sn': 4.0, 'O': 14.0}"
mp-2883,2.9096,7.177847302250186,"{'Sm': 4.0, 'Sn': 4.0, 'O': 14.0}"
mp-4991,2.9319,7.600889174814518,"{'Tb': 4.0, 'Sn': 4.0, 'O': 14.0}"
mp-20845,2.9259,7.7445911763760655,"{'Dy': 4.0, 'Sn': 4.0, 'O': 14.0}"
mp-3884,2.9144,7.857516278307335,"{'Ho': 4.0, 'Sn': 4.0, 'O': 14.0}"
mp-3688,2.8982,7.967471186788343,"{'Er': 4.0, 'Sn': 4.0, 'O': 14.0}"
mp-3334,2.8769,8.078742658063039,"{'Tm': 4.0, 'Sn': 4.0, 'O': 14.0}"
mp-11651,0.4766,10.013248917747966,"{'Yb': 3.0, 'Sn': 1.0, 'O': 1.0}"
mp-15170,2.8427,8.322818361343737,"{'Lu': 4.0, 'Sn': 4.0, 'O': 14.0}"
mp-559894,2.6128,5.476035564387942,"{'Sb': 16.0, 'Te': 16.0, 'O': 72.0}"
mp-1209215,2.5352,5.135837066579287,"{'Sb': 24.0, 'I': 8.0, 'O': 32.0}"
mp-553374,2.5754,4.496958854851546,"{'Cs': 4.0, 'Sb': 2.0, 'O': 5.0}"
mp-29970,0.9143,5.662815094418961,"{'Cs': 12.0, 'Sb': 20.0, 'O': 56.0}"
mp-562072,3.1914,4.606126012340381,"{'Cs': 12.0, 'Sb': 4.0, 'O': 12.0}"
mp-510273,2.4644,4.7143239880591175,"{'Cs': 2.0, 'Sb': 2.0, 'O': 4.0}"
mp-1201472,2.7548,4.478473276206944,"{'Cs': 12.0, 'Sb': 4.0, 'O': 16.0}"
mp-555414,0.3109,5.3890445482548905,"{'Ba': 12.0, 'Sb': 16.0, 'O': 4.0}"
mp-801028,2.8253,5.651002491619871,"{'Ba': 8.0, 'Sb': 4.0, 'O': 18.0}"
mp-9774,0.6776,5.124792137086197,"{'Ba': 4.0, 'Sb': 2.0, 'O': 1.0}"
mp-29911,0.3708,5.309198220988822,"{'Ba': 12.0, 'Sb': 8.0, 'O': 4.0}"
mp-31238,2.9332,5.315570877263285,"{'Ba': 9.0, 'Sb': 6.0, 'O': 18.0}"
mp-9127,2.8755,5.35745163882916,"{'Ba': 1.0, 'Sb': 2.0, 'O': 6.0}"
mp-765493,2.3822,5.086310964955691,"{'Ba': 8.0, 'Sb': 8.0, 'O': 20.0}"
mp-31419,3.0573,5.908822792112587,"{'La': 1.0, 'Sb': 5.0, 'O': 12.0}"
mp-1211549,2.8206,6.393816823824024,"{'La': 12.0, 'Sb': 4.0, 'O': 28.0}"
mp-1190427,3.009,5.932304246570244,"{'La': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-1211710,3.2253,5.568881226876096,"{'La': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-31418,1.5006,6.055548654097669,"{'La': 2.0, 'Sb': 6.0, 'O': 18.0}"
mp-1205391,2.9971,7.179585822073903,"{'Ta': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-28918,1.1942,6.544803817515507,"{'Sb': 4.0, 'W': 2.0, 'O': 12.0}"
mp-1196004,2.8768,5.460044617270815,"{'Re': 4.0, 'Sb': 8.0, 'O': 26.0}"
mp-754065,0.5483,7.137923948490662,"{'Hg': 1.0, 'Sb': 2.0, 'O': 6.0}"
mp-557697,0.192,8.559379265392806,"{'Hg': 4.0, 'Sb': 4.0, 'O': 14.0}"
mp-557787,2.4363,6.508264471801924,"{'Tl': 4.0, 'Sb': 4.0, 'O': 12.0}"
mp-27220,1.5353,8.562066913370671,"{'Tl': 20.0, 'Sb': 4.0, 'O': 20.0}"
mp-20727,2.132,6.6198216345237935,"{'Sb': 2.0, 'Pb': 1.0, 'O': 6.0}"
mp-23018,2.4242,7.980126337754114,"{'Bi': 2.0, 'Sb': 2.0, 'O': 8.0}"
mp-30304,2.1908,8.440236150441013,"{'Bi': 6.0, 'Sb': 2.0, 'O': 14.0}"
mp-2973,3.188,5.773558384389898,"{'Pr': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-5448,2.7314,6.603725726619944,"{'Pr': 6.0, 'Sb': 2.0, 'O': 14.0}"
mp-1205344,3.017,5.974004117273589,"{'Pr': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-769366,2.6267,6.746027187409498,"{'Nd': 6.0, 'Sb': 2.0, 'O': 14.0}"
mp-3782,3.1803,5.910435868685417,"{'Nd': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-13195,2.2378,6.65625379373997,"{'Nd': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-13196,2.2899,6.938295318135333,"{'Sm': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-1191139,2.6472,7.168377047682883,"{'Sm': 6.0, 'Sb': 2.0, 'O': 14.0}"
mp-3154,3.137,6.155963845678857,"{'Sm': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-505046,2.7177,6.352911673565837,"{'Gd': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-1191117,2.4593,7.596306870288531,"{'Gd': 6.0, 'Sb': 2.0, 'O': 14.0}"
mp-1191378,2.752,7.818939324703383,"{'Tb': 6.0, 'Sb': 2.0, 'O': 14.0}"
mp-1208503,3.1532,6.543886354090778,"{'Tb': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-1236862,2.3325,7.344926568678695,"{'Tb': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-768638,3.1583,6.6529433821060735,"{'Dy': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-1236840,2.3018,7.451147325524454,"{'Dy': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-1212841,2.7932,8.032231284385208,"{'Dy': 6.0, 'Sb': 2.0, 'O': 14.0}"
mp-771762,3.1298,6.670587555521863,"{'Ho': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-1212301,2.7548,8.170870283545701,"{'Ho': 6.0, 'Sb': 2.0, 'O': 14.0}"
mp-1238219,2.2887,7.544927867845094,"{'Ho': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-1212828,2.7774,8.319334774165405,"{'Er': 6.0, 'Sb': 2.0, 'O': 14.0}"
mp-1237008,2.271,7.610024542141244,"{'Er': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-772087,3.1176,6.770920789805155,"{'Er': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-768450,3.1094,6.884661723896084,"{'Tm': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-1238251,2.3144,7.805390312936791,"{'Tm': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-1207835,2.7912,8.54700723231376,"{'Tm': 6.0, 'Sb': 2.0, 'O': 14.0}"
mp-753192,0.6568,9.03666804409514,"{'Yb': 4.0, 'Sb': 2.0, 'O': 1.0}"
mp-768483,3.1062,7.051022070267178,"{'Lu': 6.0, 'Sb': 10.0, 'O': 24.0}"
mp-1237257,2.3433,7.963441435490387,"{'Lu': 4.0, 'Sb': 4.0, 'O': 16.0}"
mp-614803,3.6403,4.3851029227745615,"{'Cs': 4.0, 'Te': 2.0, 'O': 6.0}"
mp-504924,2.6609,4.733810185304437,"{'Cs': 16.0, 'Te': 16.0, 'O': 40.0}"
mp-669353,2.8469,4.312297384535007,"{'Cs': 8.0, 'Te': 4.0, 'O': 16.0}"
mp-561786,0.5136,5.466021870514621,"{'Cs': 2.0, 'Te': 4.0, 'O': 12.0}"
mp-1203081,2.7124,4.8650203327355,"{'Cs': 8.0, 'Te': 16.0, 'O': 36.0}"
mp-754967,2.2055,5.102391685092511,"{'Ba': 4.0, 'Te': 4.0, 'O': 16.0}"
mp-5431,2.8464,5.292970364649361,"{'Ba': 2.0, 'Te': 2.0, 'O': 6.0}"
mp-28102,3.2217,5.153244722517453,"{'Ba': 6.0, 'Te': 8.0, 'O': 22.0}"
mp-17009,2.3816,5.9976285863225,"{'Ba': 6.0, 'Te': 4.0, 'O': 18.0}"
mp-1078191,1.783,5.206359499378815,"{'Ba': 4.0, 'Te': 2.0, 'O': 2.0}"
mp-1195016,3.1791,5.275160446599073,"{'Ba': 4.0, 'Te': 16.0, 'O': 36.0}"
mp-4547,2.0482,6.436651481929693,"{'La': 2.0, 'Te': 1.0, 'O': 2.0}"
mp-31249,3.3661,5.683668613084087,"{'La': 4.0, 'Te': 8.0, 'O': 22.0}"
mp-17350,2.974,5.98944952651803,"{'La': 8.0, 'Te': 4.0, 'O': 24.0}"
mp-18352,3.8435,5.988797937024785,"{'Hf': 4.0, 'Te': 12.0, 'O': 32.0}"
mp-3180,3.2045,6.227802101195498,"{'Ta': 8.0, 'Te': 8.0, 'O': 36.0}"
mp-3538,1.1609,8.171387759895662,"{'Hg': 24.0, 'Te': 8.0, 'O': 48.0}"
mp-8387,1.6597,7.925822103434595,"{'Tl': 6.0, 'Te': 1.0, 'O': 6.0}"
mp-543028,2.0188,7.283593505137073,"{'Tl': 16.0, 'Te': 8.0, 'O': 24.0}"
mp-14410,0.4594,9.472627580452231,"{'Tl': 6.0, 'Te': 1.0, 'O': 12.0}"
mp-29690,2.752,6.6981107530186055,"{'Tl': 8.0, 'Te': 8.0, 'O': 20.0}"
mp-1201764,2.1253,8.47864005571746,"{'Te': 4.0, 'Pb': 20.0, 'O': 32.0}"
mp-21922,3.0002,6.594076063769801,"{'Te': 18.0, 'Pb': 12.0, 'O': 48.0}"
mp-543039,3.0439,6.781657532227622,"{'Te': 12.0, 'Pb': 12.0, 'O': 36.0}"
mp-1105700,2.1699,8.36409245633437,"{'Te': 2.0, 'Pb': 4.0, 'O': 10.0}"
mp-755419,0.5792,9.181338614778408,"{'Bi': 2.0, 'Te': 1.0, 'O': 2.0}"
mp-667426,2.5594,7.233347609970219,"{'Bi': 32.0, 'Te': 32.0, 'O': 112.0}"
mp-863374,2.2396,7.686667398765808,"{'Bi': 4.0, 'Te': 4.0, 'O': 16.0}"
mp-23334,2.5328,7.527408813058578,"{'Bi': 8.0, 'Te': 4.0, 'O': 20.0}"
mp-28990,2.8578,6.6509750522722175,"{'Bi': 8.0, 'Te': 16.0, 'O': 44.0}"
mp-27251,1.4188,8.500855969448658,"{'Bi': 4.0, 'Te': 2.0, 'O': 12.0}"
mp-2980,3.3287,5.804913291754286,"{'Pr': 4.0, 'Te': 8.0, 'O': 22.0}"
mp-16032,1.693,6.637291253133812,"{'Pr': 2.0, 'Te': 1.0, 'O': 2.0}"
mp-1209377,2.9335,6.179788488900571,"{'Pr': 8.0, 'Te': 4.0, 'O': 24.0}"
mp-5121,3.3178,5.929498125118968,"{'Nd': 4.0, 'Te': 8.0, 'O': 22.0}"
mp-5459,1.6053,6.894901377433091,"{'Nd': 2.0, 'Te': 1.0, 'O': 2.0}"
mp-31318,2.9978,6.386590129911732,"{'Nd': 8.0, 'Te': 4.0, 'O': 24.0}"
mp-3073,3.3163,6.14619692634465,"{'Sm': 4.0, 'Te': 8.0, 'O': 22.0}"
mp-772900,3.0347,6.765814961646014,"{'Sm': 8.0, 'Te': 4.0, 'O': 24.0}"
mp-16033,1.4499,7.363484218484583,"{'Sm': 2.0, 'Te': 1.0, 'O': 2.0}"
mp-16035,1.1192,7.825607218137863,"{'Gd': 2.0, 'Te': 1.0, 'O': 2.0}"
mp-16036,1.2205,8.062274777061118,"{'Tb': 2.0, 'Te': 1.0, 'O': 2.0}"
mp-31245,3.3635,6.485091330866739,"{'Tb': 4.0, 'Te': 8.0, 'O': 22.0}"
mp-16037,1.1242,8.302077872127715,"{'Dy': 2.0, 'Te': 1.0, 'O': 2.0}"
mp-555940,2.9826,6.055315153850502,"{'Dy': 4.0, 'Te': 10.0, 'O': 26.0}"
mp-558224,3.2107,6.623482509690614,"{'Dy': 16.0, 'Te': 24.0, 'O': 72.0}"
mp-768313,3.0226,7.481159376008557,"{'Dy': 8.0, 'Te': 4.0, 'O': 24.0}"
mp-768762,3.0287,7.632299068149194,"{'Ho': 8.0, 'Te': 4.0, 'O': 24.0}"
mp-5572,3.004,6.097342979826529,"{'Ho': 4.0, 'Te': 10.0, 'O': 26.0}"
mp-542514,3.3556,6.682861357531227,"{'Ho': 4.0, 'Te': 8.0, 'O': 22.0}"
mp-1178173,1.0335,8.477357086863936,"{'Ho': 2.0, 'Te': 1.0, 'O': 2.0}"
mp-559304,3.0031,6.2222733098376,"{'Er': 4.0, 'Te': 10.0, 'O': 26.0}"
mp-774557,3.013,7.765817205150468,"{'Er': 8.0, 'Te': 4.0, 'O': 24.0}"
mp-1178355,0.9492,8.685684826701236,"{'Er': 2.0, 'Te': 1.0, 'O': 2.0}"
mp-772191,3.0919,7.619737202401602,"{'Tm': 6.0, 'Te': 3.0, 'O': 18.0}"
mp-1101266,0.442,9.021114465266146,"{'Tm': 4.0, 'Te': 2.0, 'O': 4.0}"
mp-555236,3.0248,6.283046074189916,"{'Tm': 4.0, 'Te': 10.0, 'O': 26.0}"
mp-1178715,1.8288,5.992141745606713,"{'Yb': 4.0, 'Te': 10.0, 'O': 26.0}"
mp-755804,3.0346,9.188887172326329,"{'Lu': 6.0, 'Te': 1.0, 'O': 12.0}"
mp-1202045,3.06,6.912657630139528,"{'Lu': 12.0, 'Te': 18.0, 'O': 54.0}"
mp-557829,3.0384,6.391309498967501,"{'Lu': 4.0, 'Te': 10.0, 'O': 26.0}"
mp-755515,2.9825,7.879726565238015,"{'Lu': 6.0, 'Te': 3.0, 'O': 18.0}"
mp-541285,3.6529,6.381445195462871,"{'Th': 4.0, 'Te': 8.0, 'O': 24.0}"
mp-3718,0.4557,9.459183802406969,"{'Th': 2.0, 'Te': 2.0, 'O': 2.0}"
mp-23489,2.5559,3.894188893456577,"{'Cs': 4.0, 'I': 4.0, 'O': 16.0}"
mp-1206444,1.5145,4.0856303972577805,"{'Cs': 6.0, 'I': 2.0, 'O': 2.0}"
mp-1213723,1.477,4.775726613170817,"{'Cs': 12.0, 'I': 4.0, 'O': 20.0}"
mp-28295,3.0624,4.660253080268665,"{'Cs': 2.0, 'I': 2.0, 'O': 6.0}"
mp-572805,2.9267,4.573416573251963,"{'Cs': 8.0, 'I': 16.0, 'O': 44.0}"
mp-29909,3.9881,4.813126469047882,"{'Ba': 8.0, 'I': 12.0, 'O': 2.0}"
mp-551835,3.1515,4.792474390559809,"{'Ba': 4.0, 'I': 4.0, 'O': 2.0}"
mp-30991,3.5469,4.563503762626502,"{'Ba': 2.0, 'I': 4.0, 'O': 12.0}"
mp-30993,3.2806,5.53162757812746,"{'La': 2.0, 'I': 2.0, 'O': 2.0}"
mp-566599,3.2047,5.2378915389475225,"{'La': 6.0, 'I': 18.0, 'O': 54.0}"
mp-29027,0.9266,6.29553903654191,"{'Ta': 2.0, 'I': 4.0, 'O': 2.0}"
mp-28136,0.9849,8.114685396053906,"{'Hg': 8.0, 'I': 4.0, 'O': 4.0}"
mp-23407,2.714,6.0818930367162585,"{'Hg': 2.0, 'I': 4.0, 'O': 12.0}"
mp-22981,3.0753,6.533713544988088,"{'Tl': 1.0, 'I': 1.0, 'O': 3.0}"
mp-972032,2.2066,5.644025890677322,"{'Tl': 2.0, 'I': 6.0, 'O': 18.0}"
mp-978990,1.9691,6.084520060966665,"{'Tl': 4.0, 'I': 6.0, 'O': 18.0}"
mp-619661,2.2333,7.020170264564101,"{'Pb': 12.0, 'I': 8.0, 'O': 8.0}"
mp-28857,2.7064,6.227450424532654,"{'Pb': 4.0, 'I': 8.0, 'O': 24.0}"
mp-1191266,2.3945,7.072493721918131,"{'Bi': 4.0, 'I': 4.0, 'O': 16.0}"
mp-31259,2.8849,5.756386393742587,"{'Bi': 4.0, 'I': 12.0, 'O': 36.0}"
mp-22987,1.4843,7.379320758346734,"{'Bi': 2.0, 'I': 2.0, 'O': 2.0}"
mp-30130,2.2338,7.774078605123105,"{'Bi': 16.0, 'I': 8.0, 'O': 20.0}"
mp-23493,1.5706,4.913361928402233,"{'Ce': 2.0, 'I': 8.0, 'O': 24.0}"
