material_id,band_gap,density,unit_cell_formula
mp-29676,0.029,7.493835486509442,"{'Dy': 3.0, 'Al': 1.0, 'C': 1.0}"
mp-29677,0.0587,7.746664149521638,"{'Ho': 3.0, 'Al': 1.0, 'C': 1.0}"
mp-568021,0.0841,7.974376656515222,"{'Er': 3.0, 'Al': 1.0, 'C': 1.0}"
mp-1104636,0.0503,5.39816464791153,"{'Er': 2.0, 'Al': 6.0, 'C': 6.0}"
mp-979041,0.0761,5.464488565839627,"{'Tm': 2.0, 'Al': 6.0, 'C': 6.0}"
mp-1206894,0.0653,8.750496135818159,"{'Lu': 3.0, 'Al': 1.0, 'C': 1.0}"
mp-973586,0.1749,5.638907359627301,"{'Lu': 2.0, 'Al': 6.0, 'C': 6.0}"
mp-28160,1.3268,2.5008242051849963,"{'Ca': 6.0, 'C': 6.0, 'Cl': 4.0}"
mp-28479,0.882,2.7582170050041097,"{'Sc': 2.0, 'C': 1.0, 'Cl': 2.0}"
mp-28913,0.9618,2.710646895675758,"{'Ti': 12.0, 'C': 2.0, 'Cl': 28.0}"
mp-29357,1.3146,3.216888894882667,"{'Zr': 12.0, 'C': 2.0, 'Cl': 28.0}"
mp-619791,1.639,4.303678039097355,"{'La': 10.0, 'C': 4.0, 'Cl': 18.0}"
mp-1212485,1.3768,5.00736101288805,"{'Hf': 12.0, 'C': 2.0, 'Cl': 28.0}"
mp-30295,1.1547,4.142163836077353,"{'W': 12.0, 'C': 2.0, 'Cl': 36.0}"
mp-580802,0.2094,4.199312667399305,"{'Ce': 12.0, 'C': 4.0, 'Cl': 20.0}"
mp-571490,2.3942,4.11631563572312,"{'Pr': 12.0, 'C': 4.0, 'Cl': 20.0}"
mp-1199531,0.5893,4.362091260238063,"{'Gd': 20.0, 'C': 8.0, 'Cl': 36.0}"
mp-573376,1.047,6.928026586560485,"{'Lu': 2.0, 'C': 1.0, 'Cl': 2.0}"
mp-976876,1.6843,4.048710376380808,"{'K': 2.0, 'Pt': 1.0, 'C': 2.0}"
mp-1198370,0.6626,3.036782609760906,"{'Ca': 44.0, 'Sn': 12.0, 'C': 32.0}"
mp-8578,0.0818,4.588766197322058,"{'Sc': 3.0, 'In': 1.0, 'C': 1.0}"
mp-541102,0.3926,4.365134162302814,"{'Sc': 12.0, 'C': 4.0, 'I': 22.0}"
mp-504934,0.5683,4.425329221251642,"{'Sc': 16.0, 'C': 8.0, 'I': 24.0}"
mp-4230,0.1194,6.159752562768028,"{'Sc': 3.0, 'Tl': 1.0, 'C': 1.0}"
mp-1195612,0.3478,5.920965941258501,"{'La': 22.0, 'Mn': 6.0, 'C': 36.0}"
mp-1078624,0.015,6.770269586667012,"{'La': 2.0, 'Co': 2.0, 'C': 4.0}"
mp-10601,0.0887,5.007370875272337,"{'Y': 3.0, 'Ga': 1.0, 'C': 1.0}"
mp-1206878,0.0116,7.951451260141187,"{'Tb': 3.0, 'Ga': 1.0, 'C': 1.0}"
mp-1206912,0.094,9.577455736939736,"{'Lu': 3.0, 'Ga': 1.0, 'C': 1.0}"
mp-29070,1.7551,4.892919255411185,"{'La': 20.0, 'C': 8.0, 'Br': 36.0}"
mp-623670,0.2627,5.169083786773371,"{'Ce': 20.0, 'C': 8.0, 'Br': 36.0}"
mp-571575,0.6061,4.691529353954505,"{'Pr': 20.0, 'C': 8.0, 'Br': 32.0}"
mp-1179866,0.7395,4.740453492187175,"{'Pr': 6.0, 'C': 2.0, 'Br': 10.0}"
mp-1202671,0.1034,4.944850634540206,"{'Pr': 14.0, 'C': 6.0, 'Br': 20.0}"
mp-30229,0.765,5.178183419334716,"{'Tb': 20.0, 'C': 8.0, 'Br': 36.0}"
mp-567407,0.7994,5.317883588614837,"{'Dy': 20.0, 'C': 8.0, 'Br': 36.0}"
mp-29401,0.8865,5.508733401984319,"{'Er': 20.0, 'C': 8.0, 'Br': 36.0}"
mp-28168,0.6551,5.340171422188361,"{'Th': 12.0, 'C': 2.0, 'Br': 28.0}"
mp-10919,1.727,4.759706023078119,"{'Rb': 2.0, 'Pt': 1.0, 'C': 2.0}"
mp-19817,0.1037,5.4562684891077815,"{'Y': 3.0, 'In': 1.0, 'C': 1.0}"
mp-29426,0.6359,4.5928954668070805,"{'Y': 20.0, 'C': 8.0, 'I': 36.0}"
mp-1206803,0.5639,5.076864715790902,"{'Y': 2.0, 'C': 1.0, 'I': 2.0}"
mp-9960,0.1185,6.687686744601332,"{'Y': 3.0, 'Tl': 1.0, 'C': 1.0}"
mp-28344,0.7964,4.86825582003901,"{'Zr': 12.0, 'C': 2.0, 'I': 28.0}"
mp-19881,0.0776,8.548345374463226,"{'Dy': 3.0, 'In': 1.0, 'C': 1.0}"
mp-1206516,0.0616,9.858600616495885,"{'Lu': 3.0, 'In': 1.0, 'C': 1.0}"
mp-569686,0.0329,5.604346407605588,"{'La': 24.0, 'C': 16.0, 'I': 24.0}"
mp-571432,1.5029,4.77581658142058,"{'La': 40.0, 'C': 16.0, 'I': 72.0}"
mp-568591,0.2145,4.970863877558931,"{'La': 6.0, 'C': 2.0, 'I': 10.0}"
mp-1104611,0.0611,6.959886940625042,"{'Gd': 6.0, 'C': 2.0, 'I': 6.0}"
mp-570607,0.664,5.669082398394276,"{'Dy': 20.0, 'C': 8.0, 'I': 36.0}"
mp-1225760,0.3928,5.572953018059359,"{'Dy': 16.0, 'C': 8.0, 'I': 24.0}"
mp-505825,1.8266,5.334606758628486,"{'Cs': 2.0, 'Pt': 1.0, 'C': 2.0}"
mp-10607,0.0932,11.23642366470965,"{'Lu': 3.0, 'Tl': 1.0, 'C': 1.0}"
mp-29966,0.0146,1.639205503006357,"{'N': 4.0, 'O': 4.0, 'F': 4.0}"
mp-4531,2.9609,2.124228814745423,"{'Na': 2.0, 'N': 2.0, 'O': 6.0}"
mp-2964,2.4755,2.0499884062969245,"{'Na': 1.0, 'N': 1.0, 'O': 2.0}"
mp-1020058,3.4668,2.259541939571467,"{'Mg': 12.0, 'N': 24.0, 'O': 72.0}"
mp-4497,4.9235,2.734179832388292,"{'Si': 4.0, 'N': 4.0, 'O': 2.0}"
mp-28950,4.5093,2.540133270444209,"{'P': 8.0, 'N': 12.0, 'O': 2.0}"
mp-753671,5.1829,2.630746269744851,"{'P': 2.0, 'N': 2.0, 'O': 2.0}"
mp-540798,1.4221,2.0856658236474424,"{'S': 6.0, 'N': 4.0, 'O': 28.0}"
mp-754712,2.943,1.884822281528868,"{'N': 4.0, 'Cl': 4.0, 'O': 12.0}"
mp-27774,1.4273,2.093644398898744,"{'N': 2.0, 'Cl': 2.0, 'O': 12.0}"
mp-505727,1.9908,1.6209155132195845,"{'N': 4.0, 'Cl': 4.0, 'O': 4.0}"
mp-28202,3.6559,2.5188825054407875,"{'K': 12.0, 'N': 4.0, 'O': 16.0}"
mp-28111,0.2238,2.107960049500774,"{'K': 6.0, 'N': 2.0, 'O': 6.0}"
mp-5158,2.9387,1.9904655074380813,"{'K': 4.0, 'N': 4.0, 'O': 12.0}"
mp-34857,2.5009,1.8142954770589983,"{'K': 1.0, 'N': 1.0, 'O': 2.0}"
mp-3142,3.6398,2.278112679803601,"{'Ca': 4.0, 'N': 8.0, 'O': 24.0}"
mp-30998,2.83,1.9879800405226784,"{'Ti': 4.0, 'N': 16.0, 'O': 48.0}"
mp-1205113,2.9996,2.0006164335531675,"{'V': 4.0, 'N': 12.0, 'O': 40.0}"
mp-542070,2.7614,2.48255045409508,"{'Mn': 4.0, 'N': 8.0, 'O': 24.0}"
mp-30006,1.8387,2.8332374290713918,"{'Co': 4.0, 'N': 8.0, 'O': 24.0}"
mp-504722,3.4221,2.8452477302286123,"{'Ni': 4.0, 'N': 8.0, 'O': 24.0}"
mp-662543,0.6831,2.609847938141217,"{'Cu': 12.0, 'N': 24.0, 'O': 72.0}"
mp-772617,3.4049,2.842050788585449,"{'Zn': 4.0, 'N': 8.0, 'O': 24.0}"
mp-541950,1.2568,2.1770920531580487,"{'Ga': 1.0, 'N': 5.0, 'O': 14.0}"
mp-4187,2.639,4.414860799509152,"{'Ge': 4.0, 'N': 4.0, 'O': 2.0}"
mp-29526,2.5676,2.587915718918159,"{'Br': 4.0, 'N': 4.0, 'O': 12.0}"
mp-752580,2.3747,2.9561592500739837,"{'Rb': 3.0, 'N': 3.0, 'O': 6.0}"
mp-5073,3.2427,2.9269846853149684,"{'Rb': 9.0, 'N': 9.0, 'O': 27.0}"
mp-4157,3.7326,2.830991429733323,"{'Sr': 4.0, 'N': 8.0, 'O': 24.0}"
mp-1020671,3.2704,2.635770932638115,"{'Y': 4.0, 'N': 12.0, 'O': 36.0}"
mp-1101160,2.5487,4.932504967527273,"{'Zr': 6.0, 'N': 4.0, 'O': 6.0}"
mp-675993,1.6519,5.589559629146152,"{'Zr': 16.0, 'N': 16.0, 'O': 8.0}"
mp-680356,1.568,2.2721014232178294,"{'Zr': 8.0, 'N': 48.0, 'O': 136.0}"
mp-7596,1.6033,6.119908806802709,"{'Nb': 4.0, 'N': 4.0, 'O': 4.0}"
mp-1198436,2.8204,2.53491054769132,"{'Mo': 4.0, 'N': 8.0, 'O': 32.0}"
mp-552185,1.8677,4.141311737454717,"{'Ag': 2.0, 'N': 2.0, 'O': 6.0}"
mp-27198,3.4723,3.2816657496097466,"{'Cd': 8.0, 'N': 16.0, 'O': 48.0}"
mp-30989,3.652,2.3862020070219896,"{'Sn': 4.0, 'N': 16.0, 'O': 48.0}"
mp-561851,3.2977,3.420457121258789,"{'Cs': 9.0, 'N': 9.0, 'O': 27.0}"
mp-3288,2.3904,3.442763649451196,"{'Cs': 3.0, 'N': 3.0, 'O': 6.0}"
mp-4396,3.6327,3.041012714510106,"{'Ba': 4.0, 'N': 8.0, 'O': 24.0}"
mp-1205242,3.1345,2.95261009635936,"{'La': 8.0, 'N': 24.0, 'O': 72.0}"
mp-780075,1.9855,10.40552539012177,"{'Hf': 16.0, 'N': 16.0, 'O': 8.0}"
mp-761033,3.1674,9.031915646673344,"{'Hf': 6.0, 'N': 4.0, 'O': 6.0}"
mp-4165,1.9835,10.702974380808032,"{'Ta': 4.0, 'N': 4.0, 'O': 4.0}"
mp-1193678,2.158,7.672837820167246,"{'Ta': 9.0, 'N': 3.0, 'O': 18.0}"
mp-560745,1.9354,2.864751812110632,"{'Au': 2.0, 'N': 10.0, 'O': 28.0}"
mp-542289,2.5913,5.121947394910902,"{'Hg': 8.0, 'N': 8.0, 'O': 24.0}"
mp-559722,0.8528,6.316671199902746,"{'Hg': 24.0, 'N': 16.0, 'O': 64.0}"
mp-5824,1.6237,6.796137549321491,"{'Hg': 8.0, 'N': 4.0, 'O': 16.0}"
mp-5915,2.7867,5.403459111638616,"{'Tl': 8.0, 'N': 8.0, 'O': 24.0}"
mp-1201318,2.1279,5.902726825835072,"{'Pb': 12.0, 'N': 8.0, 'O': 32.0}"
mp-20820,3.6519,4.3094761910170005,"{'Pb': 4.0, 'N': 8.0, 'O': 24.0}"
mp-31289,2.6498,7.245069563077591,"{'Bi': 20.0, 'N': 4.0, 'O': 40.0}"
mp-1201377,3.1523,3.061660039680836,"{'Pr': 8.0, 'N': 24.0, 'O': 72.0}"
mp-1199401,3.1501,2.989866375098167,"{'Nd': 8.0, 'N': 24.0, 'O': 72.0}"
mp-1203930,3.1583,3.277170552095187,"{'Sm': 8.0, 'N': 24.0, 'O': 72.0}"
mp-1203247,2.605,3.3109896295863246,"{'Gd': 4.0, 'N': 12.0, 'O': 36.0}"
mp-1202556,3.2993,3.3286973349282216,"{'Tb': 4.0, 'N': 12.0, 'O': 36.0}"
mp-1196716,3.3516,3.431408730070272,"{'Dy': 4.0, 'N': 12.0, 'O': 36.0}"
mp-1200900,3.2866,3.5248719344869386,"{'Ho': 4.0, 'N': 12.0, 'O': 36.0}"
mp-1197536,3.2822,3.526807001188472,"{'Er': 4.0, 'N': 12.0, 'O': 36.0}"
mp-1203703,3.2962,3.5782986920672624,"{'Tm': 4.0, 'N': 12.0, 'O': 36.0}"
mp-560008,5.6193,2.1955089938164303,"{'P': 2.0, 'N': 2.0, 'F': 4.0}"
mp-685352,1.1674,2.9388008575083817,"{'Ca': 48.0, 'N': 24.0, 'F': 24.0}"
mp-27806,2.3579,2.6163497345063584,"{'Ni': 1.0, 'N': 2.0, 'F': 14.0}"
mp-685810,3.5131,2.866545157504372,"{'As': 5.0, 'N': 10.0, 'F': 35.0}"
mp-531195,1.2984,4.390472520691687,"{'Sr': 32.0, 'N': 16.0, 'F': 16.0}"
mp-1207386,2.0807,5.251384615409811,"{'Zr': 4.0, 'N': 4.0, 'F': 4.0}"
mp-542148,3.9604,2.900333256187919,"{'Sb': 8.0, 'N': 20.0, 'F': 44.0}"
mp-8226,2.2578,9.221073242932766,"{'Th': 2.0, 'N': 2.0, 'F': 2.0}"
mp-8973,4.194,3.107330001293463,"{'Na': 2.0, 'Si': 4.0, 'N': 6.0}"
mp-10572,4.8677,3.084899800270993,"{'Na': 2.0, 'P': 2.0, 'N': 4.0}"
mp-28161,3.8178,2.5656721450764635,"{'Na': 12.0, 'P': 24.0, 'N': 44.0}"
mp-29598,4.3009,3.004701178077565,"{'Na': 2.0, 'P': 8.0, 'N': 14.0}"
mp-1029711,0.945,2.811362198372501,"{'Na': 4.0, 'V': 4.0, 'N': 8.0}"
mp-1029705,0.6963,2.75765792777125,"{'Na': 30.0, 'Cr': 14.0, 'N': 38.0}"
mp-14433,2.3393,4.627617988374009,"{'Na': 2.0, 'Ge': 4.0, 'N': 6.0}"
mp-1029851,1.5018,3.6652296384626055,"{'Na': 64.0, 'Ge': 32.0, 'N': 64.0}"
mp-1030657,2.2984,3.738885898835273,"{'Na': 16.0, 'Nb': 16.0, 'N': 32.0}"
mp-1029862,1.3511,3.169824938747759,"{'Na': 30.0, 'Mo': 14.0, 'N': 38.0}"
mp-1029845,1.9299,3.427027624924468,"{'Na': 12.0, 'Mo': 8.0, 'N': 20.0}"
mp-541291,1.4285,3.1373505126559853,"{'Na': 12.0, 'Mo': 4.0, 'N': 12.0}"
mp-5475,1.3323,7.914573301269315,"{'Na': 1.0, 'Ta': 1.0, 'N': 2.0}"
mp-1029565,2.3221,5.17188334989618,"{'Na': 12.0, 'W': 8.0, 'N': 20.0}"
mp-1030704,1.6148,4.632688384445594,"{'Na': 30.0, 'W': 14.0, 'N': 38.0}"
mp-16839,1.7694,4.437512070331085,"{'Na': 12.0, 'W': 4.0, 'N': 12.0}"
mp-10419,2.4466,3.9185750023144927,"{'Na': 8.0, 'Re': 2.0, 'N': 6.0}"
mp-1029650,0.1817,4.818804445640091,"{'Na': 30.0, 'Re': 14.0, 'N': 38.0}"
mp-1029595,0.7135,4.552043119780143,"{'Na': 12.0, 'Os': 4.0, 'N': 8.0}"
mp-3677,4.031,3.0740862939954434,"{'Mg': 4.0, 'Si': 4.0, 'N': 8.0}"
mp-3933,3.5372,3.0454757954518343,"{'Mg': 4.0, 'P': 2.0, 'N': 6.0}"
mp-1245745,0.3858,4.174752360265473,"{'Mg': 1.0, 'Ti': 1.0, 'N': 2.0}"
mp-1029368,1.8392,3.17971653707025,"{'Mg': 4.0, 'V': 2.0, 'N': 6.0}"
mp-7798,2.6376,4.290918322364503,"{'Mg': 4.0, 'Ge': 4.0, 'N': 8.0}"
mp-1206514,1.3349,3.5180052036289178,"{'Mg': 3.0, 'As': 1.0, 'N': 1.0}"
mp-1245429,0.5059,5.098823664068427,"{'Mg': 2.0, 'Zr': 2.0, 'N': 4.0}"
mp-1246788,1.2141,4.034850456863269,"{'Mg': 4.0, 'Nb': 2.0, 'N': 6.0}"
mp-1245510,2.9833,3.555769810226087,"{'Mg': 6.0, 'Mo': 2.0, 'N': 8.0}"
mp-1029791,1.0621,4.957185026610056,"{'Mg': 4.0, 'Sn': 4.0, 'N': 8.0}"
mp-1080847,0.6992,4.130870742301784,"{'Mg': 3.0, 'Sb': 1.0, 'N': 1.0}"
mp-1029378,1.3583,4.223094860216476,"{'Mg': 4.0, 'Sb': 2.0, 'N': 6.0}"
mp-1029834,1.7471,7.258144528868066,"{'Hf': 4.0, 'Mg': 4.0, 'N': 8.0}"
mp-1029442,2.9433,5.567911616744399,"{'Mg': 4.0, 'Ta': 2.0, 'N': 6.0}"
mp-1030015,1.9534,4.676264456985554,"{'Mg': 108.0, 'W': 36.0, 'N': 144.0}"
mp-1029627,0.3271,5.903985033023504,"{'Mg': 8.0, 'Re': 4.0, 'N': 12.0}"
mp-29596,2.8834,3.0164647245229,"{'Ca': 12.0, 'Al': 4.0, 'N': 12.0}"
mp-29820,2.1935,3.051601820941173,"{'Ca': 24.0, 'Al': 16.0, 'N': 32.0}"
mp-1029921,2.6073,3.0344185989926333,"{'Ca': 6.0, 'Al': 6.0, 'N': 10.0}"
mp-17129,1.904,4.28964994465083,"{'Sr': 12.0, 'Al': 8.0, 'N': 16.0}"
mp-1029733,2.1584,4.163284373433431,"{'Sr': 6.0, 'Al': 6.0, 'N': 10.0}"
mp-17133,2.0194,5.257478593337195,"{'Ba': 12.0, 'Al': 8.0, 'N': 16.0}"
mp-1029418,3.71,3.314587599336355,"{'K': 2.0, 'Si': 4.0, 'N': 6.0}"
mp-1029584,3.4175,2.993699358889858,"{'K': 8.0, 'Si': 40.0, 'N': 56.0}"
mp-1029474,1.8303,3.004270533805523,"{'Ca': 28.0, 'Si': 4.0, 'N': 24.0}"
mp-28922,3.3668,3.0014700805332213,"{'Ca': 4.0, 'Si': 10.0, 'N': 16.0}"
mp-1019576,1.4465,2.9785513697395327,"{'Ca': 16.0, 'Si': 4.0, 'N': 16.0}"
mp-568965,3.4391,3.2369664247794194,"{'Ca': 16.0, 'Si': 16.0, 'N': 32.0}"
mp-571333,2.1805,3.003935591489585,"{'Ca': 10.0, 'Si': 4.0, 'N': 12.0}"
mp-1020712,3.2383,4.767008753124058,"{'Zn': 4.0, 'Si': 4.0, 'N': 8.0}"
mp-1029868,1.5654,4.354039072774625,"{'Sr': 10.0, 'Si': 4.0, 'N': 12.0}"
mp-9710,3.2085,3.818112942837217,"{'Sr': 4.0, 'Si': 10.0, 'N': 16.0}"
mp-4549,2.9788,4.221631163747095,"{'Sr': 4.0, 'Si': 4.0, 'N': 8.0}"
mp-567278,3.2765,3.4033817994858744,"{'Sr': 1.0, 'Si': 6.0, 'N': 8.0}"
mp-1029652,3.1206,4.024942800521057,"{'Y': 6.0, 'Si': 12.0, 'N': 22.0}"
mp-567771,3.2736,3.782118057278548,"{'Ba': 1.0, 'Si': 6.0, 'N': 8.0}"
mp-3777,3.0106,5.1196171003850015,"{'Ba': 4.0, 'Si': 4.0, 'N': 8.0}"
mp-9711,2.8921,4.517865961092689,"{'Ba': 4.0, 'Si': 10.0, 'N': 16.0}"
mp-29703,3.9124,3.605202195179836,"{'Ba': 2.0, 'Si': 14.0, 'N': 20.0}"
mp-1019893,3.0151,4.788815463167656,"{'La': 6.0, 'Si': 12.0, 'N': 22.0}"
mp-1019967,3.1226,4.485313845742063,"{'La': 4.0, 'Si': 12.0, 'N': 20.0}"
mp-569576,2.0575,6.082014862248345,"{'La': 20.0, 'Si': 12.0, 'N': 36.0}"
mp-16929,3.081,4.875668920488229,"{'Pr': 6.0, 'Si': 12.0, 'N': 22.0}"
mp-1209932,3.0817,4.990329503021864,"{'Nd': 6.0, 'Si': 12.0, 'N': 22.0}"
mp-16995,3.1873,5.177603021927194,"{'Sm': 6.0, 'Si': 12.0, 'N': 22.0}"
mp-569386,1.905,1.8627953527839656,"{'P': 24.0, 'N': 8.0, 'Cl': 96.0}"
mp-570583,2.4877,1.5147359124748123,"{'P': 16.0, 'N': 12.0, 'Cl': 44.0}"
mp-652364,3.9764,1.907775512337224,"{'P': 20.0, 'N': 20.0, 'Cl': 40.0}"
mp-505495,3.7546,3.0000637314628014,"{'K': 4.0, 'P': 16.0, 'N': 28.0}"
mp-14565,3.9959,2.6273395890369726,"{'K': 12.0, 'P': 24.0, 'N': 44.0}"
mp-11824,1.4224,2.599830489602434,"{'Ca': 3.0, 'P': 1.0, 'N': 1.0}"
mp-8977,2.7371,3.312695498562285,"{'Ca': 8.0, 'P': 4.0, 'N': 12.0}"
mp-1102523,2.6001,5.237032887532258,"{'Zn': 4.0, 'P': 2.0, 'N': 6.0}"
mp-570315,2.9781,2.822325779342844,"{'P': 8.0, 'Br': 16.0, 'N': 8.0}"
mp-16107,3.9206,3.312250018344855,"{'Rb': 12.0, 'P': 24.0, 'N': 44.0}"
mp-505496,3.7041,3.47503342285055,"{'Rb': 4.0, 'P': 16.0, 'N': 28.0}"
mp-645364,4.2679,3.880998582878064,"{'Sr': 24.0, 'P': 48.0, 'N': 96.0}"
mp-16108,4.0879,3.9291473473936582,"{'Cs': 12.0, 'P': 24.0, 'N': 44.0}"
mp-2983,3.9118,4.599594788831356,"{'Ba': 12.0, 'P': 24.0, 'N': 48.0}"
mp-1246909,1.4185,4.113573613376959,"{'Y': 4.0, 'S': 3.0, 'N': 2.0}"
mp-11583,0.7555,5.411485944930764,"{'Zr': 4.0, 'S': 2.0, 'N': 4.0}"
mp-555129,1.6635,5.174178709540204,"{'La': 12.0, 'S': 12.0, 'N': 4.0}"
mp-556958,1.2417,5.287755511909307,"{'La': 8.0, 'S': 6.0, 'N': 4.0}"
mp-1017567,1.0769,9.657351425283055,"{'Hf': 2.0, 'S': 1.0, 'N': 2.0}"
mp-558940,1.1501,5.332892090663874,"{'Pr': 12.0, 'S': 12.0, 'N': 4.0}"
mp-558617,1.5052,5.516084915006712,"{'Pr': 16.0, 'S': 12.0, 'N': 8.0}"
mp-554001,1.1935,5.533589104295207,"{'Nd': 12.0, 'S': 12.0, 'N': 4.0}"
mp-3062,1.3256,5.808394157434063,"{'Sm': 4.0, 'S': 3.0, 'N': 2.0}"
mp-647096,1.0503,6.404049065625418,"{'Gd': 12.0, 'S': 12.0, 'N': 4.0}"
mp-18164,1.4094,6.49428430237249,"{'Tb': 12.0, 'S': 12.0, 'N': 4.0}"
mp-556247,1.3945,6.730007565111913,"{'Dy': 12.0, 'S': 12.0, 'N': 4.0}"
mp-7769,1.5541,8.945029478273383,"{'Th': 2.0, 'S': 1.0, 'N': 2.0}"
mp-22936,2.4103,2.779581585339957,"{'Ca': 2.0, 'N': 1.0, 'Cl': 1.0}"
mp-27850,0.5605,2.960848314364915,"{'Ti': 2.0, 'N': 2.0, 'Cl': 2.0}"
mp-1189171,1.9705,4.33457745558412,"{'Zn': 8.0, 'N': 4.0, 'Cl': 4.0}"
mp-23033,1.9839,3.955978688245192,"{'Sr': 2.0, 'N': 1.0, 'Cl': 1.0}"
mp-28580,2.0584,3.405541228650648,"{'Y': 4.0, 'N': 2.0, 'Cl': 6.0}"
mp-568592,1.7556,4.198985265079451,"{'Zr': 2.0, 'N': 2.0, 'Cl': 2.0}"
mp-531184,1.3415,2.877169909895806,"{'Zr': 48.0, 'N': 8.0, 'Cl': 120.0}"
mp-542135,0.1003,2.558219786691474,"{'Mo': 8.0, 'N': 4.0, 'Cl': 28.0}"
mp-23396,1.6837,2.58251343189597,"{'Mo': 4.0, 'N': 4.0, 'Cl': 12.0}"
mp-1018099,1.2806,4.677565301589107,"{'Ba': 2.0, 'N': 1.0, 'Cl': 1.0}"
mp-569812,4.1195,3.5292920664933174,"{'Ba': 2.0, 'N': 6.0, 'Cl': 2.0}"
mp-1213500,2.2339,2.4295814112803806,"{'La': 4.0, 'N': 8.0, 'Cl': 20.0}"
mp-1103604,3.4562,4.383809042914642,"{'La': 4.0, 'N': 2.0, 'Cl': 6.0}"
mp-541911,2.2366,6.899026436060236,"{'Hf': 2.0, 'N': 2.0, 'Cl': 2.0}"
mp-583581,1.7818,3.211922709375643,"{'W': 8.0, 'N': 4.0, 'Cl': 36.0}"
mp-570568,0.163,3.517732053356179,"{'W': 2.0, 'N': 1.0, 'Cl': 8.0}"
mp-1223753,0.3092,2.307371452871219,"{'Ir': 1.0, 'N': 4.0, 'Cl': 6.0}"
mp-28969,3.4094,4.522471625142623,"{'Pr': 4.0, 'N': 2.0, 'Cl': 6.0}"
mp-28970,3.5626,4.606050313674371,"{'Nd': 8.0, 'N': 4.0, 'Cl': 12.0}"
mp-651160,1.957,4.747372767705353,"{'Gd': 6.0, 'N': 2.0, 'Cl': 12.0}"
mp-28065,2.5009,7.910270469394613,"{'Th': 2.0, 'N': 2.0, 'Cl': 2.0}"
mp-1080848,0.895,2.980739472762149,"{'K': 16.0, 'V': 16.0, 'N': 32.0}"
mp-1029850,0.8138,2.7220300312564616,"{'K': 30.0, 'Cr': 14.0, 'N': 38.0}"
mp-1029404,1.5723,4.640113499072002,"{'K': 2.0, 'Ge': 4.0, 'N': 6.0}"
mp-1029504,2.0359,3.538072206678848,"{'K': 16.0, 'Nb': 16.0, 'N': 32.0}"
mp-1029869,1.372,3.0410284094652758,"{'K': 30.0, 'Mo': 14.0, 'N': 38.0}"
mp-1029815,0.0743,3.670517110759736,"{'K': 16.0, 'Mo': 16.0, 'N': 32.0}"
mp-570755,2.6564,5.478996242059084,"{'K': 16.0, 'Ta': 16.0, 'N': 32.0}"
mp-1029938,2.18,4.534523089694576,"{'K': 12.0, 'W': 8.0, 'N': 20.0}"
mp-1030950,1.5737,4.208765957408268,"{'K': 30.0, 'W': 14.0, 'N': 38.0}"
mp-1029863,0.1907,4.398261893673761,"{'K': 30.0, 'Re': 14.0, 'N': 38.0}"
mp-568469,1.5642,3.061878323721455,"{'Ca': 8.0, 'Ti': 2.0, 'N': 8.0}"
mp-1029572,2.2611,3.571182006126836,"{'Ca': 16.0, 'Ti': 16.0, 'N': 32.0}"
mp-1247440,1.7915,3.115263133531953,"{'Ca': 20.0, 'V': 4.0, 'N': 20.0}"
mp-9029,0.8536,3.133701586470314,"{'Ca': 6.0, 'V': 2.0, 'N': 6.0}"
mp-17892,1.6815,3.349349808043357,"{'Ca': 8.0, 'V': 4.0, 'N': 12.0}"
mp-17577,0.7426,2.920218438345678,"{'Ca': 12.0, 'Mn': 2.0, 'N': 10.0}"
mp-1246246,0.3018,3.1948177319342075,"{'Ca': 20.0, 'Cu': 8.0, 'N': 16.0}"
mp-1029258,0.6376,5.210456297370589,"{'Ca': 1.0, 'Zn': 2.0, 'N': 2.0}"
mp-8818,0.77,3.5222574535297544,"{'Ca': 2.0, 'Zn': 1.0, 'N': 2.0}"
mp-28489,0.0399,3.3535907263613183,"{'Ca': 10.0, 'Ga': 4.0, 'N': 8.0}"
mp-571162,1.9148,4.157538224014614,"{'Ca': 6.0, 'Ga': 4.0, 'N': 8.0}"
mp-1029943,0.9122,3.367295672562143,"{'Ca': 6.0, 'Ga': 2.0, 'N': 6.0}"
mp-17875,0.8703,2.9723185894307367,"{'Ca': 12.0, 'Ga': 2.0, 'N': 10.0}"
mp-29808,1.4091,3.3818569756864303,"{'Ca': 16.0, 'Ge': 4.0, 'N': 16.0}"
mp-7801,3.0019,4.310539554690543,"{'Ca': 2.0, 'Ge': 2.0, 'N': 4.0}"
mp-4192,0.895,3.1926138267129844,"{'Ca': 12.0, 'As': 4.0, 'N': 4.0}"
mp-23009,2.4599,3.4713697052449017,"{'Ca': 2.0, 'Br': 1.0, 'N': 1.0}"
mp-1029660,1.2352,3.2830189260835585,"{'Ca': 8.0, 'Zr': 2.0, 'N': 8.0}"
mp-1029267,0.4205,4.887887756343305,"{'Ca': 1.0, 'Zr': 1.0, 'N': 2.0}"
mp-1029832,1.7961,3.73176774507426,"{'Ca': 8.0, 'Nb': 4.0, 'N': 12.0}"
mp-675101,0.7195,3.286651750604284,"{'Ca': 10.0, 'Nb': 2.0, 'N': 10.0}"
mp-1029689,0.0014,4.026227008030034,"{'Ca': 8.0, 'Mo': 4.0, 'N': 12.0}"
